time,price,qty,quote_qty,Open,High,Low,Close,Volume,returns,volatility
2023-01-01 00:00:00,16524.525741380952,0.1706809286688445,2820.354277014812,16537.5,16540.9,16504.0,16527.0,5381.399,,
2023-01-01 01:00:00,16537.215985242834,0.1622694698539445,2683.502434426644,16527.1,16554.3,16524.1,16550.4,3210.826,0.0014158649482665,
2023-01-01 02:00:00,16545.818136132315,0.1526506361323155,2525.7376660305345,16550.5,16557.1,16534.8,16542.4,2399.668,-0.0004833720030935,
2023-01-01 03:00:00,16525.582084690555,0.1662002998810816,2746.523630629233,16542.5,16542.5,16515.0,16529.3,3214.48,-0.000791904439501,
2023-01-01 04:00:00,16518.286421168268,0.1504969193294168,2485.9403935616374,16529.2,16530.4,16508.8,16517.8,3150.954,-0.0006957342416193,
2023-01-01 05:00:00,16515.807309075524,0.1728523905225301,2854.70807753332,16517.8,16531.1,16508.0,16525.7,3268.293,0.0004782719248326,
2023-01-01 06:00:00,16537.228257412244,0.1548666363739634,2561.0692127683747,16525.6,16545.7,16525.6,16535.3,2726.582,0.0005809133652432,
2023-01-01 07:00:00,16511.34548201874,0.2432119563724278,4015.667202945136,16535.3,16537.5,16488.0,16519.6,8852.672,-0.0009494838315603,
2023-01-01 08:00:00,16511.49848976188,0.1524025294172148,2516.457091633466,16519.5,16524.9,16502.0,16504.2,3289.761,-0.0009322259618875,
2023-01-01 09:00:00,16514.719141775346,0.1510193138792213,2494.248459861552,16504.3,16536.1,16496.8,16532.7,3948.702,0.0017268331697386,
2023-01-01 10:00:00,16534.461604307606,0.1891677021492015,3127.8129647015508,16532.7,16542.9,16527.3,16542.8,4110.425,0.0006109104985876,
2023-01-01 11:00:00,16542.77876351291,0.1683368176538908,2784.7803663003665,16542.9,16549.8,16535.1,16549.8,3768.388,0.0004231448122447,
2023-01-01 12:00:00,16552.936315417257,0.1938472772277227,3208.7891028995755,16549.8,16565.9,16542.9,16553.9,5482.001,0.0002477371327751,
2023-01-01 13:00:00,16542.418164948453,0.1857837525773196,3073.304687010309,16553.8,16559.8,16530.5,16539.9,4505.256,-0.0008457221561082,
2023-01-01 14:00:00,16542.795556281653,0.1333357294559712,2205.6809116157488,16539.9,16549.7,16533.1,16533.1,2448.444,-0.0004111270322071,
2023-01-01 15:00:00,16537.322701978566,0.1600980523495465,2647.616595733718,16533.2,16553.1,16524.6,16553.1,3107.183,0.0012096944916561,
2023-01-01 16:00:00,16562.541263721556,0.2003237483266398,3318.043899330656,16553.0,16579.0,16552.6,16556.0,7482.092,0.0001751937703513,
2023-01-01 17:00:00,16573.74358043621,0.1917230027849923,3177.8139994367434,16556.1,16589.4,16555.5,16573.1,6126.892,0.0010328581783038,
2023-01-01 18:00:00,16586.706831857085,0.185208917292671,3072.0636226034308,16573.1,16597.0,16573.0,16584.3,4955.635,0.0006757939069939,
2023-01-01 19:00:00,16602.628652270243,0.197709660198062,3282.548363718869,16584.3,16615.8,16584.2,16596.1,7406.797,0.0007115163136219,
2023-01-01 20:00:00,16604.57896877825,0.1721714414852931,2858.9319737848555,16596.1,16618.8,16592.0,16593.8,4951.995,-0.0001385867764113,0.0008237528720473
2023-01-01 21:00:00,16592.67850661976,0.1407566891954448,2335.477647440052,16593.7,16599.7,16584.1,16597.6,3040.626,0.0002290011932166,0.0007728860518846
2023-01-01 22:00:00,16591.705508840507,0.1651598563701649,2740.308125994273,16597.6,16605.4,16579.1,16594.4,3633.682,-0.0001927989588854,0.0007631680596372
2023-01-01 23:00:00,16604.731182052168,0.1936234489646959,3215.120092581921,16594.4,16617.4,16594.4,16610.3,5040.212,0.000958154558164,0.0007488105642171
2023-01-02 00:00:00,16592.870114906542,0.1807884404646357,2999.8179683146,16610.4,16618.4,16572.9,16578.0,5774.202,-0.0019445765579187,0.0008731131804923
2023-01-02 01:00:00,16557.062055671402,0.2311291644440133,3826.686611706513,16578.0,16579.3,16541.2,16556.5,9532.229,-0.0012968995053685,0.0009298270244569
2023-01-02 02:00:00,16570.32205617671,0.1795583856013089,2975.345912189801,16556.5,16587.1,16547.5,16580.4,3292.203,0.0014435418113731,0.0009726467905838
2023-01-02 03:00:00,16646.460299696508,0.2444601127249079,4070.533698108606,16580.4,16700.7,16575.0,16654.6,18043.112,0.0044751634459963,0.0013405907639715
2023-01-02 04:00:00,16640.018616818874,0.1951452387747336,3247.323290762937,16654.7,16665.0,16621.8,16631.8,8205.467,-0.0013689911495922,0.0013668699840152
2023-01-02 05:00:00,16631.426100490506,0.2164080618790089,3599.182921645076,16631.8,16653.8,16612.8,16640.0,6882.642,0.0004930314217344,0.0013305311580864
2023-01-02 06:00:00,16639.918823738135,0.1809629202519293,3011.1458201011264,16640.1,16654.8,16627.8,16632.4,4079.99,-0.0004567307692306,0.0013398140415226
2023-01-02 07:00:00,16717.84007632975,0.2493295460350124,4168.3447487175,16632.5,16767.8,16630.8,16712.5,34167.373,0.0048159014934705,0.001682344260663
2023-01-02 08:00:00,16732.595276550812,0.2240879697794434,3749.617397938696,16712.6,16764.0,16701.0,16724.5,15067.451,0.0007180254300673,0.0016820575767031
2023-01-02 09:00:00,16718.613384165714,0.188802490786631,3156.5239275638583,16724.6,16735.9,16705.1,16710.0,7428.434,-0.0008669915393584,0.0016829690556388
2023-01-02 10:00:00,16726.409829542663,0.2033554551260009,3401.7476113867465,16710.0,16759.8,16703.2,16720.2,8279.414,0.0006104129263915,0.0016688870135188
2023-01-02 11:00:00,16715.54120556414,0.1903985387101306,3182.5397563580163,16720.1,16734.0,16696.0,16728.5,6775.332,0.0004964055453882,0.001661972441911
2023-01-02 12:00:00,16724.913340023308,0.1514493072640165,2532.9793046743494,16728.4,16736.1,16713.0,16713.2,4678.572,-0.0009146068087395,0.0016917630412666
2023-01-02 13:00:00,16698.021837499502,0.2002567675317944,3343.5254491089586,16713.2,16716.5,16674.3,16687.8,10046.081,-0.0015197568389058,0.0017428959163349
2023-01-02 14:00:00,16687.923979490242,0.2224111160892075,3711.361845131422,16687.7,16702.5,16665.0,16694.8,8935.589,0.0004194681144309,0.001741287566382
2023-01-02 15:00:00,16718.419296639855,0.2147570802457184,3590.316169010613,16694.7,16744.8,16688.4,16729.2,12200.994,0.0020605218391356,0.0017823430839292
2023-01-02 16:00:00,16721.89210492017,0.2133603128054741,3567.798447051157,16729.2,16732.9,16704.0,16704.1,6548.028,-0.0015003706094733,0.0018294301914755
2023-01-02 17:00:00,16707.73157424812,0.1933888157894737,3231.025414943609,16704.1,16716.5,16702.6,16710.1,4115.314,0.0003591932519562,0.0018292726739116
2023-01-02 18:00:00,16711.296865235876,0.1633392921169902,2729.762783895917,16710.0,16725.8,16703.9,16718.3,3188.873,0.0004907211806033,0.0018251867609798
2023-01-02 19:00:00,16719.86445797237,0.1579127838913603,2640.433053149145,16718.3,16732.1,16711.1,16730.5,2697.782,0.0007297392677485,0.0018220483161766
2023-01-02 20:00:00,16717.938846949077,0.184454200125018,3083.8004851661294,16730.5,16732.0,16702.7,16722.8,3836.094,-0.0004602372911748,0.0017520286223585
2023-01-02 21:00:00,16751.001190534877,0.2244566181907813,3760.755955632241,16722.7,16799.0,16715.0,16751.9,9106.205,0.0017401392111369,0.0017253046940531
2023-01-02 22:00:00,16716.11220559811,0.1919108740783162,3208.336560061565,16751.9,16755.7,16685.1,16694.6,10723.212,-0.0034205075245198,0.0019291709311068
2023-01-02 23:00:00,16689.361132719332,0.2120240523979011,3538.1478303306058,16694.6,16717.4,16650.0,16666.0,11556.583,-0.0017131287961376,0.0017164150752941
2023-01-03 00:00:00,16673.67912265878,0.210166643195794,3504.07431629348,16665.9,16699.7,16639.5,16689.1,8954.36,0.0013860554422175,0.0017082895008118
2023-01-03 01:00:00,16662.997794618277,0.1871383618010124,3118.237132707735,16689.0,16689.1,16645.5,16670.5,6321.7210000000005,-0.0011144998831571,0.0017301354742287
2023-01-03 02:00:00,16673.201241891667,0.1649366857016133,2750.065740976881,16670.4,16680.0,16665.2,16666.5,2974.963,-0.000239944812693,0.0017271867952392
2023-01-03 03:00:00,16678.507776469432,0.1865086350701599,3110.7625507801004,16666.5,16694.0,16661.5,16684.5,3801.419,0.0010800108001081,0.0013520307329352
2023-01-03 04:00:00,16683.24780612245,0.1486609693877551,2480.1195911989794,16684.4,16691.2,16675.2,16678.0,2331.004,-0.0003895831460337,0.0013401264369734
2023-01-03 05:00:00,16700.136659171218,0.1825542563443623,3048.8479441053646,16677.9,16721.9,16677.7,16720.0,5682.914,0.0025182875644562,0.0014523415530469
2023-01-03 06:00:00,16740.170889637848,0.2376419827668436,3978.243363168103,16720.0,16774.0,16717.7,16719.8,14948.156,-1.1961722488074145e-05,0.0014459249091176
2023-01-03 07:00:00,16714.54062560715,0.2083829091380092,3483.0748089501976,16719.8,16726.4,16700.6,16723.1,6435.281,0.0001973707819471,0.0014420603392525
2023-01-03 08:00:00,16707.575774046672,0.1941474957313602,3243.811131189528,16723.1,16728.9,16691.7,16710.0,6822.343,-0.0007833475850768,0.001438044489643
2023-01-03 09:00:00,16731.03604743566,0.1996732685371966,3341.012262668867,16710.1,16750.5,16710.0,16732.9,6532.91,0.0013704368641533,0.0014233375328081
2023-01-03 10:00:00,16729.82749645821,0.1932780408824125,3233.4582505565672,16732.9,16740.9,16716.0,16718.3,4774.934,-0.000872532555624,0.0014390240454384
2023-01-03 11:00:00,16718.395244010648,0.1720592280390417,2876.507750665484,16718.2,16729.8,16703.0,16714.2,3878.215,-0.0002452402457187,0.0013615483573451
2023-01-03 12:00:00,16709.361809374182,0.1985511259492013,3317.5658136946845,16714.2,16721.2,16695.7,16703.7,6066.134,-0.0006282083497863,0.0013259487766036
2023-01-03 13:00:00,16717.91572589713,0.1809708613101166,3025.5148192887204,16703.8,16732.2,16703.7,16718.1,5633.08,0.0008620844483555,0.0013378409904995
2023-01-03 14:00:00,16710.37397125959,0.2591734543400844,4329.787871217231,16718.2,16764.9,16633.0,16653.1,33040.987,-0.0038880016269791,0.0015917662070104
2023-01-03 15:00:00,16644.442620995655,0.2424589369563222,4035.510071225428,16653.1,16674.9,16610.0,16670.8,29071.069,0.0010628651722501,0.0016036412993476
